"date","Primer cuartil","Mediana","Tercer cuartil","Tasa real ex-ante","Tasa real ex-post"
2023-12-10,11.25,4.66,4.1,7.15,6.59
2023-12-11,11.25,4.66,4.1,7.15,6.59
2023-12-12,11.25,4.66,4.1,7.15,6.59
2023-12-13,11.25,4.66,4.1,7.15,6.59
2023-12-14,11.25,4.66,4.1,7.15,6.59
2023-12-15,11.25,4.66,4.1,7.15,6.59
2023-12-16,11.25,4.66,4.1,7.15,6.59
2023-12-17,11.25,4.66,4.1,7.15,6.59
2023-12-18,11.25,4.66,4.1,7.15,6.59
2023-12-19,11.25,4.66,4.1,7.15,6.59
2023-12-20,11.25,4.66,4.1,7.15,6.59
2023-12-21,11.25,4.66,4.1,7.15,6.59
2023-12-22,11.25,4.66,4.1,7.15,6.59
2023-12-23,11.25,4.66,4.1,7.15,6.59
2023-12-24,11.25,4.66,4.1,7.15,6.59
2023-12-25,11.25,4.66,4.1,7.15,6.59
2023-12-26,11.25,4.66,4.1,7.15,6.59
2023-12-27,11.25,4.66,4.1,7.15,6.59
2023-12-28,11.25,4.66,4.1,7.15,6.59
2023-12-29,11.25,4.66,4.1,7.15,6.59
2023-12-30,11.25,4.66,4.1,7.15,6.59
2023-12-31,11.25,4.66,4.1,7.15,6.59
2024-01-01,11.25,4.88,3.83,7.42,6.37
2024-01-02,11.25,4.88,3.83,7.42,6.37
2024-01-03,11.25,4.88,3.83,7.42,6.37
2024-01-04,11.25,4.88,3.83,7.42,6.37
2024-01-05,11.25,4.88,3.83,7.42,6.37
2024-01-06,11.25,4.88,3.83,7.42,6.37
2024-01-07,11.25,4.88,3.83,7.42,6.37
2024-01-08,11.25,4.88,3.83,7.42,6.37
2024-01-09,11.25,4.88,3.83,7.42,6.37
2024-01-10,11.25,4.88,3.83,7.42,6.37
2024-01-11,11.25,4.88,3.83,7.42,6.37
2024-01-12,11.25,4.88,3.83,7.42,6.37
2024-01-13,11.25,4.88,3.83,7.42,6.37
2024-01-14,11.25,4.88,3.83,7.42,6.37
2024-01-15,11.25,4.88,3.83,7.42,6.37
2024-01-16,11.25,4.88,3.83,7.42,6.37
2024-01-17,11.25,4.88,3.83,7.42,6.37
2024-01-18,11.25,4.88,3.83,7.42,6.37
2024-01-19,11.25,4.88,3.83,7.42,6.37
2024-01-20,11.25,4.88,3.83,7.42,6.37
2024-01-21,11.25,4.88,3.83,7.42,6.37
2024-01-22,11.25,4.88,3.83,7.42,6.37
2024-01-23,11.25,4.88,3.83,7.42,6.37
2024-01-24,11.25,4.88,3.83,7.42,6.37
2024-01-25,11.25,4.88,3.83,7.42,6.37
2024-01-26,11.25,4.88,3.83,7.42,6.37
2024-01-27,11.25,4.88,3.83,7.42,6.37
2024-01-28,11.25,4.88,3.83,7.42,6.37
2024-01-29,11.25,4.88,3.83,7.42,6.37
2024-01-30,11.25,4.88,3.83,7.42,6.37
2024-01-31,11.25,4.88,3.83,7.42,6.37
2024-02-01,11.25,4.4,3.83,7.42,6.85
2024-02-02,11.25,4.4,3.83,7.42,6.85
2024-02-03,11.25,4.4,3.83,7.42,6.85
2024-02-04,11.25,4.4,3.83,7.42,6.85
2024-02-05,11.25,4.4,3.83,7.42,6.85
2024-02-06,11.25,4.4,3.83,7.42,6.85
2024-02-07,11.25,4.4,3.83,7.42,6.85
2024-02-08,11.25,4.4,3.83,7.42,6.85
2024-02-09,11.25,4.4,3.83,7.42,6.85
2024-02-10,11.25,4.4,3.83,7.42,6.85
2024-02-11,11.25,4.4,3.83,7.42,6.85
2024-02-12,11.25,4.4,3.83,7.42,6.85
2024-02-13,11.25,4.4,3.83,7.42,6.85
2024-02-14,11.25,4.4,3.83,7.42,6.85
2024-02-15,11.25,4.4,3.83,7.42,6.85
2024-02-16,11.25,4.4,3.83,7.42,6.85
2024-02-17,11.25,4.4,3.83,7.42,6.85
2024-02-18,11.25,4.4,3.83,7.42,6.85
2024-02-19,11.25,4.4,3.83,7.42,6.85
2024-02-20,11.25,4.4,3.83,7.42,6.85
2024-02-21,11.25,4.4,3.83,7.42,6.85
2024-02-22,11.25,4.4,3.83,7.42,6.85
2024-02-23,11.25,4.4,3.83,7.42,6.85
2024-02-24,11.25,4.4,3.83,7.42,6.85
2024-02-25,11.25,4.4,3.83,7.42,6.85
2024-02-26,11.25,4.4,3.83,7.42,6.85
2024-02-27,11.25,4.4,3.83,7.42,6.85
2024-02-28,11.25,4.4,3.83,7.42,6.85
2024-02-29,11.25,4.4,3.83,7.42,6.85
2024-03-01,11.25,4.42,3.92,7.33,6.83
2024-03-02,11.25,4.42,3.92,7.33,6.83
2024-03-03,11.25,4.42,3.92,7.33,6.83
2024-03-04,11.25,4.42,3.92,7.33,6.83
2024-03-05,11.25,4.42,3.92,7.33,6.83
2024-03-06,11.25,4.42,3.92,7.33,6.83
2024-03-07,11.25,4.42,3.92,7.33,6.83
2024-03-08,11.25,4.42,3.92,7.33,6.83
2024-03-09,11.25,4.42,3.92,7.33,6.83
2024-03-10,11.25,4.42,3.92,7.33,6.83
2024-03-11,11.25,4.42,3.92,7.33,6.83
2024-03-12,11.25,4.42,3.92,7.33,6.83
2024-03-13,11.25,4.42,3.92,7.33,6.83
2024-03-14,11.25,4.42,3.92,7.33,6.83
2024-03-15,11.25,4.42,3.92,7.33,6.83
2024-03-16,11.25,4.42,3.92,7.33,6.83
2024-03-17,11.25,4.42,3.92,7.33,6.83
2024-03-18,11.25,4.42,3.92,7.33,6.83
2024-03-19,11.25,4.42,3.92,7.33,6.83
2024-03-20,11.25,4.42,3.92,7.33,6.83
2024-03-21,11.25,4.42,3.92,7.33,6.83
2024-03-22,11,4.42,3.92,7.08,6.58
2024-03-23,11,4.42,3.92,7.08,6.58
2024-03-24,11,4.42,3.92,7.08,6.58
2024-03-25,11,4.42,3.92,7.08,6.58
2024-03-26,11,4.42,3.92,7.08,6.58
2024-03-27,11,4.42,3.92,7.08,6.58
2024-03-28,11,4.42,3.92,7.08,6.58
2024-03-29,11,4.42,3.92,7.08,6.58
2024-03-30,11,4.42,3.92,7.08,6.58
2024-03-31,11,4.42,3.92,7.08,6.58
2024-04-01,11,4.65,3.86,7.14,6.35
2024-04-02,11,4.65,3.86,7.14,6.35
2024-04-03,11,4.65,3.86,7.14,6.35
2024-04-04,11,4.65,3.86,7.14,6.35
2024-04-05,11,4.65,3.86,7.14,6.35
2024-04-06,11,4.65,3.86,7.14,6.35
2024-04-07,11,4.65,3.86,7.14,6.35
2024-04-08,11,4.65,3.86,7.14,6.35
2024-04-09,11,4.65,3.86,7.14,6.35
2024-04-10,11,4.65,3.86,7.14,6.35
2024-04-11,11,4.65,3.86,7.14,6.35
2024-04-12,11,4.65,3.86,7.14,6.35
2024-04-13,11,4.65,3.86,7.14,6.35
2024-04-14,11,4.65,3.86,7.14,6.35
2024-04-15,11,4.65,3.86,7.14,6.35
2024-04-16,11,4.65,3.86,7.14,6.35
2024-04-17,11,4.65,3.86,7.14,6.35
2024-04-18,11,4.65,3.86,7.14,6.35
2024-04-19,11,4.65,3.86,7.14,6.35
2024-04-20,11,4.65,3.86,7.14,6.35
2024-04-21,11,4.65,3.86,7.14,6.35
2024-04-22,11,4.65,3.86,7.14,6.35
2024-04-23,11,4.65,3.86,7.14,6.35
2024-04-24,11,4.65,3.86,7.14,6.35
2024-04-25,11,4.65,3.86,7.14,6.35
2024-04-26,11,4.65,3.86,7.14,6.35
2024-04-27,11,4.65,3.86,7.14,6.35
2024-04-28,11,4.65,3.86,7.14,6.35
2024-04-29,11,4.65,3.86,7.14,6.35
2024-04-30,11,4.65,3.86,7.14,6.35
2024-05-01,11,4.69,3.8,7.2,6.31
2024-05-02,11,4.69,3.8,7.2,6.31
2024-05-03,11,4.69,3.8,7.2,6.31
2024-05-04,11,4.69,3.8,7.2,6.31
2024-05-05,11,4.69,3.8,7.2,6.31
2024-05-06,11,4.69,3.8,7.2,6.31
2024-05-07,11,4.69,3.8,7.2,6.31
2024-05-08,11,4.69,3.8,7.2,6.31
2024-05-09,11,4.69,3.8,7.2,6.31
2024-05-10,11,4.69,3.8,7.2,6.31
2024-05-11,11,4.69,3.8,7.2,6.31
2024-05-12,11,4.69,3.8,7.2,6.31
2024-05-13,11,4.69,3.8,7.2,6.31
2024-05-14,11,4.69,3.8,7.2,6.31
2024-05-15,11,4.69,3.8,7.2,6.31
2024-05-16,11,4.69,3.8,7.2,6.31
2024-05-17,11,4.69,3.8,7.2,6.31
2024-05-18,11,4.69,3.8,7.2,6.31
2024-05-19,11,4.69,3.8,7.2,6.31
2024-05-20,11,4.69,3.8,7.2,6.31
2024-05-21,11,4.69,3.8,7.2,6.31
2024-05-22,11,4.69,3.8,7.2,6.31
2024-05-23,11,4.69,3.8,7.2,6.31
2024-05-24,11,4.69,3.8,7.2,6.31
2024-05-25,11,4.69,3.8,7.2,6.31
2024-05-26,11,4.69,3.8,7.2,6.31
2024-05-27,11,4.69,3.8,7.2,6.31
2024-05-28,11,4.69,3.8,7.2,6.31
2024-05-29,11,4.69,3.8,7.2,6.31
2024-05-30,11,4.69,3.8,7.2,6.31
2024-05-31,11,4.69,3.8,7.2,6.31
2024-06-01,11,4.98,3.89,7.11,6.02
2024-06-02,11,4.98,3.89,7.11,6.02
2024-06-03,11,4.98,3.89,7.11,6.02
2024-06-04,11,4.98,3.89,7.11,6.02
2024-06-05,11,4.98,3.89,7.11,6.02
2024-06-06,11,4.98,3.89,7.11,6.02
2024-06-07,11,4.98,3.89,7.11,6.02
2024-06-08,11,4.98,3.89,7.11,6.02
2024-06-09,11,4.98,3.89,7.11,6.02
2024-06-10,11,4.98,3.89,7.11,6.02
2024-06-11,11,4.98,3.89,7.11,6.02
2024-06-12,11,4.98,3.89,7.11,6.02
2024-06-13,11,4.98,3.89,7.11,6.02
2024-06-14,11,4.98,3.89,7.11,6.02
2024-06-15,11,4.98,3.89,7.11,6.02
2024-06-16,11,4.98,3.89,7.11,6.02
2024-06-17,11,4.98,3.89,7.11,6.02
2024-06-18,11,4.98,3.89,7.11,6.02
2024-06-19,11,4.98,3.89,7.11,6.02
2024-06-20,11,4.98,3.89,7.11,6.02
2024-06-21,11,4.98,3.89,7.11,6.02
2024-06-22,11,4.98,3.89,7.11,6.02
2024-06-23,11,4.98,3.89,7.11,6.02
2024-06-24,11,4.98,3.89,7.11,6.02
2024-06-25,11,4.98,3.89,7.11,6.02
2024-06-26,11,4.98,3.89,7.11,6.02
2024-06-27,11,4.98,3.89,7.11,6.02
2024-06-28,11,4.98,3.89,7.11,6.02
2024-06-29,11,4.98,3.89,7.11,6.02
2024-06-30,11,4.98,3.89,7.11,6.02
2024-07-01,11,5.57,3.71,7.29,5.43
2024-07-02,11,5.57,3.71,7.29,5.43
2024-07-03,11,5.57,3.71,7.29,5.43
2024-07-04,11,5.57,3.71,7.29,5.43
2024-07-05,11,5.57,3.71,7.29,5.43
2024-07-06,11,5.57,3.71,7.29,5.43
2024-07-07,11,5.57,3.71,7.29,5.43
2024-07-08,11,5.57,3.71,7.29,5.43
2024-07-09,11,5.57,3.71,7.29,5.43
2024-07-10,11,5.57,3.71,7.29,5.43
2024-07-11,11,5.57,3.71,7.29,5.43
2024-07-12,11,5.57,3.71,7.29,5.43
2024-07-13,11,5.57,3.71,7.29,5.43
2024-07-14,11,5.57,3.71,7.29,5.43
2024-07-15,11,5.57,3.71,7.29,5.43
2024-07-16,11,5.57,3.71,7.29,5.43
2024-07-17,11,5.57,3.71,7.29,5.43
2024-07-18,11,5.57,3.71,7.29,5.43
2024-07-19,11,5.57,3.71,7.29,5.43
2024-07-20,11,5.57,3.71,7.29,5.43
2024-07-21,11,5.57,3.71,7.29,5.43
2024-07-22,11,5.57,3.71,7.29,5.43
2024-07-23,11,5.57,3.71,7.29,5.43
2024-07-24,11,5.57,3.71,7.29,5.43
2024-07-25,11,5.57,3.71,7.29,5.43
2024-07-26,11,5.57,3.71,7.29,5.43
2024-07-27,11,5.57,3.71,7.29,5.43
2024-07-28,11,5.57,3.71,7.29,5.43
2024-07-29,11,5.57,3.71,7.29,5.43
2024-07-30,11,5.57,3.71,7.29,5.43
2024-07-31,11,5.57,3.71,7.29,5.43
2024-08-01,11,4.99,3.68,7.32,6.01
2024-08-02,11,4.99,3.68,7.32,6.01
2024-08-03,11,4.99,3.68,7.32,6.01
2024-08-04,11,4.99,3.68,7.32,6.01
2024-08-05,11,4.99,3.68,7.32,6.01
2024-08-06,11,4.99,3.68,7.32,6.01
2024-08-07,11,4.99,3.68,7.32,6.01
2024-08-08,11,4.99,3.68,7.32,6.01
2024-08-09,10.75,4.99,3.68,7.07,5.76
2024-08-10,10.75,4.99,3.68,7.07,5.76
2024-08-11,10.75,4.99,3.68,7.07,5.76
2024-08-12,10.75,4.99,3.68,7.07,5.76
2024-08-13,10.75,4.99,3.68,7.07,5.76
2024-08-14,10.75,4.99,3.68,7.07,5.76
2024-08-15,10.75,4.99,3.68,7.07,5.76
2024-08-16,10.75,4.99,3.68,7.07,5.76
2024-08-17,10.75,4.99,3.68,7.07,5.76
2024-08-18,10.75,4.99,3.68,7.07,5.76
2024-08-19,10.75,4.99,3.68,7.07,5.76
2024-08-20,10.75,4.99,3.68,7.07,5.76
2024-08-21,10.75,4.99,3.68,7.07,5.76
2024-08-22,10.75,4.99,3.68,7.07,5.76
2024-08-23,10.75,4.99,3.68,7.07,5.76
2024-08-24,10.75,4.99,3.68,7.07,5.76
2024-08-25,10.75,4.99,3.68,7.07,5.76
2024-08-26,10.75,4.99,3.68,7.07,5.76
2024-08-27,10.75,4.99,3.68,7.07,5.76
2024-08-28,10.75,4.99,3.68,7.07,5.76
2024-08-29,10.75,4.99,3.68,7.07,5.76
2024-08-30,10.75,4.99,3.68,7.07,5.76
2024-08-31,10.75,4.99,3.68,7.07,5.76
2024-09-01,10.75,4.58,3.85,6.9,6.17
2024-09-02,10.75,4.58,3.85,6.9,6.17
2024-09-03,10.75,4.58,3.85,6.9,6.17
2024-09-04,10.75,4.58,3.85,6.9,6.17
2024-09-05,10.75,4.58,3.85,6.9,6.17
2024-09-06,10.75,4.58,3.85,6.9,6.17
2024-09-07,10.75,4.58,3.85,6.9,6.17
2024-09-08,10.75,4.58,3.85,6.9,6.17
2024-09-09,10.75,4.58,3.85,6.9,6.17
2024-09-10,10.75,4.58,3.85,6.9,6.17
2024-09-11,10.75,4.58,3.85,6.9,6.17
2024-09-12,10.75,4.58,3.85,6.9,6.17
2024-09-13,10.75,4.58,3.85,6.9,6.17
2024-09-14,10.75,4.58,3.85,6.9,6.17
2024-09-15,10.75,4.58,3.85,6.9,6.17
2024-09-16,10.75,4.58,3.85,6.9,6.17
2024-09-17,10.75,4.58,3.85,6.9,6.17
2024-09-18,10.75,4.58,3.85,6.9,6.17
2024-09-19,10.75,4.58,3.85,6.9,6.17
2024-09-20,10.75,4.58,3.85,6.9,6.17
2024-09-21,10.75,4.58,3.85,6.9,6.17
2024-09-22,10.75,4.58,3.85,6.9,6.17
2024-09-23,10.75,4.58,3.85,6.9,6.17
2024-09-24,10.75,4.58,3.85,6.9,6.17
2024-09-25,10.75,4.58,3.85,6.9,6.17
2024-09-26,10.75,4.58,3.85,6.9,6.17
2024-09-27,10.5,4.58,3.85,6.65,5.92
2024-09-28,10.5,4.58,3.85,6.65,5.92
2024-09-29,10.5,4.58,3.85,6.65,5.92
2024-09-30,10.5,4.58,3.85,6.65,5.92
2024-10-01,10.5,4.76,3.89,6.61,5.74
2024-10-02,10.5,4.76,3.89,6.61,5.74
2024-10-03,10.5,4.76,3.89,6.61,5.74
2024-10-04,10.5,4.76,3.89,6.61,5.74
2024-10-05,10.5,4.76,3.89,6.61,5.74
2024-10-06,10.5,4.76,3.89,6.61,5.74
2024-10-07,10.5,4.76,3.89,6.61,5.74
2024-10-08,10.5,4.76,3.89,6.61,5.74
2024-10-09,10.5,4.76,3.89,6.61,5.74
2024-10-10,10.5,4.76,3.89,6.61,5.74
2024-10-11,10.5,4.76,3.89,6.61,5.74
2024-10-12,10.5,4.76,3.89,6.61,5.74
2024-10-13,10.5,4.76,3.89,6.61,5.74
2024-10-14,10.5,4.76,3.89,6.61,5.74
2024-10-15,10.5,4.76,3.89,6.61,5.74
2024-10-16,10.5,4.76,3.89,6.61,5.74
2024-10-17,10.5,4.76,3.89,6.61,5.74
2024-10-18,10.5,4.76,3.89,6.61,5.74
2024-10-19,10.5,4.76,3.89,6.61,5.74
2024-10-20,10.5,4.76,3.89,6.61,5.74
2024-10-21,10.5,4.76,3.89,6.61,5.74
2024-10-22,10.5,4.76,3.89,6.61,5.74
2024-10-23,10.5,4.76,3.89,6.61,5.74
2024-10-24,10.5,4.76,3.89,6.61,5.74
2024-10-25,10.5,4.76,3.89,6.61,5.74
2024-10-26,10.5,4.76,3.89,6.61,5.74
2024-10-27,10.5,4.76,3.89,6.61,5.74
2024-10-28,10.5,4.76,3.89,6.61,5.74
2024-10-29,10.5,4.76,3.89,6.61,5.74
2024-10-30,10.5,4.76,3.89,6.61,5.74
2024-10-31,10.5,4.76,3.89,6.61,5.74
2024-11-01,10.5,4.55,3.88,6.62,5.95
2024-11-02,10.5,4.55,3.88,6.62,5.95
2024-11-03,10.5,4.55,3.88,6.62,5.95
2024-11-04,10.5,4.55,3.88,6.62,5.95
2024-11-05,10.5,4.55,3.88,6.62,5.95
2024-11-06,10.5,4.55,3.88,6.62,5.95
2024-11-07,10.5,4.55,3.88,6.62,5.95
2024-11-08,10.5,4.55,3.88,6.62,5.95
2024-11-09,10.5,4.55,3.88,6.62,5.95
2024-11-10,10.5,4.55,3.88,6.62,5.95
2024-11-11,10.5,4.55,3.88,6.62,5.95
2024-11-12,10.5,4.55,3.88,6.62,5.95
2024-11-13,10.5,4.55,3.88,6.62,5.95
2024-11-14,10.5,4.55,3.88,6.62,5.95
2024-11-15,10.25,4.55,3.88,6.37,5.7
2024-11-16,10.25,4.55,3.88,6.37,5.7
2024-11-17,10.25,4.55,3.88,6.37,5.7
2024-11-18,10.25,4.55,3.88,6.37,5.7
2024-11-19,10.25,4.55,3.88,6.37,5.7
2024-11-20,10.25,4.55,3.88,6.37,5.7
2024-11-21,10.25,4.55,3.88,6.37,5.7
2024-11-22,10.25,4.55,3.88,6.37,5.7
2024-11-23,10.25,4.55,3.88,6.37,5.7
2024-11-24,10.25,4.55,3.88,6.37,5.7
2024-11-25,10.25,4.55,3.88,6.37,5.7
2024-11-26,10.25,4.55,3.88,6.37,5.7
2024-11-27,10.25,4.55,3.88,6.37,5.7
2024-11-28,10.25,4.55,3.88,6.37,5.7
2024-11-29,10.25,4.55,3.88,6.37,5.7
2024-11-30,10.25,4.55,3.88,6.37,5.7
2024-12-01,10.25,4.55,3.88,6.37,5.7
2024-12-02,10.25,4.55,3.88,6.37,5.7
2024-12-03,10.25,4.55,3.88,6.37,5.7
2024-12-04,10.25,4.55,3.88,6.37,5.7
2024-12-05,10.25,4.55,3.88,6.37,5.7
2024-12-06,10.25,4.55,3.88,6.37,5.7
2024-12-07,10.25,4.55,3.88,6.37,5.7
2024-12-08,10.25,4.55,3.88,6.37,5.7
2024-12-09,10.25,4.55,3.88,6.37,5.7
2024-12-10,10.25,4.55,3.88,6.37,5.7
2024-12-11,10.25,4.55,3.88,6.37,5.7
2024-12-12,10.25,4.55,3.88,6.37,5.7
2024-12-13,10.25,4.55,3.88,6.37,5.7
2024-12-14,10.25,4.55,3.88,6.37,5.7
2024-12-15,10.25,4.55,3.88,6.37,5.7
2024-12-16,10.25,4.55,3.88,6.37,5.7
2024-12-17,10.25,4.55,3.88,6.37,5.7
2024-12-18,10.25,4.55,3.88,6.37,5.7
