"date","Tasa objetivo","Inflación","Inflación esperada","Tasa real ex-ante","Tasa real ex-post"
2020-01-01,7.25,3.24,3.41,3.84,4.01
2020-01-02,7.25,3.24,3.41,3.84,4.01
2020-01-03,7.25,3.24,3.41,3.84,4.01
2020-01-04,7.25,3.24,3.41,3.84,4.01
2020-01-05,7.25,3.24,3.41,3.84,4.01
2020-01-06,7.25,3.24,3.41,3.84,4.01
2020-01-07,7.25,3.24,3.41,3.84,4.01
2020-01-08,7.25,3.24,3.41,3.84,4.01
2020-01-09,7.25,3.24,3.41,3.84,4.01
2020-01-10,7.25,3.24,3.41,3.84,4.01
2020-01-11,7.25,3.24,3.41,3.84,4.01
2020-01-12,7.25,3.24,3.41,3.84,4.01
2020-01-13,7.25,3.24,3.41,3.84,4.01
2020-01-14,7.25,3.24,3.41,3.84,4.01
2020-01-15,7.25,3.24,3.41,3.84,4.01
2020-01-16,7.25,3.24,3.41,3.84,4.01
2020-01-17,7.25,3.24,3.41,3.84,4.01
2020-01-18,7.25,3.24,3.41,3.84,4.01
2020-01-19,7.25,3.24,3.41,3.84,4.01
2020-01-20,7.25,3.24,3.41,3.84,4.01
2020-01-21,7.25,3.24,3.41,3.84,4.01
2020-01-22,7.25,3.24,3.41,3.84,4.01
2020-01-23,7.25,3.24,3.41,3.84,4.01
2020-01-24,7.25,3.24,3.41,3.84,4.01
2020-01-25,7.25,3.24,3.41,3.84,4.01
2020-01-26,7.25,3.24,3.41,3.84,4.01
2020-01-27,7.25,3.24,3.41,3.84,4.01
2020-01-28,7.25,3.24,3.41,3.84,4.01
2020-01-29,7.25,3.24,3.41,3.84,4.01
2020-01-30,7.25,3.24,3.41,3.84,4.01
2020-01-31,7.25,3.24,3.41,3.84,4.01
2020-02-01,7.25,3.7,3.45,3.8,3.55
2020-02-02,7.25,3.7,3.45,3.8,3.55
2020-02-03,7.25,3.7,3.45,3.8,3.55
2020-02-04,7.25,3.7,3.45,3.8,3.55
2020-02-05,7.25,3.7,3.45,3.8,3.55
2020-02-06,7.25,3.7,3.45,3.8,3.55
2020-02-07,7.25,3.7,3.45,3.8,3.55
2020-02-08,7.25,3.7,3.45,3.8,3.55
2020-02-09,7.25,3.7,3.45,3.8,3.55
2020-02-10,7.25,3.7,3.45,3.8,3.55
2020-02-11,7.25,3.7,3.45,3.8,3.55
2020-02-12,7.25,3.7,3.45,3.8,3.55
2020-02-13,7,3.7,3.45,3.55,3.3
2020-02-14,7,3.7,3.45,3.55,3.3
2020-02-15,7,3.7,3.45,3.55,3.3
2020-02-16,7,3.7,3.45,3.55,3.3
2020-02-17,7,3.7,3.45,3.55,3.3
2020-02-18,7,3.7,3.45,3.55,3.3
2020-02-19,7,3.7,3.45,3.55,3.3
2020-02-20,7,3.7,3.45,3.55,3.3
2020-02-21,7,3.7,3.45,3.55,3.3
2020-02-22,7,3.7,3.45,3.55,3.3
2020-02-23,7,3.7,3.45,3.55,3.3
2020-02-24,7,3.7,3.45,3.55,3.3
2020-02-25,7,3.7,3.45,3.55,3.3
2020-02-26,7,3.7,3.45,3.55,3.3
2020-02-27,7,3.7,3.45,3.55,3.3
2020-02-28,7,3.7,3.45,3.55,3.3
2020-02-29,7,3.7,3.45,3.55,3.3
2020-03-01,7,3.25,3.49,3.51,3.75
2020-03-02,7,3.25,3.49,3.51,3.75
2020-03-03,7,3.25,3.49,3.51,3.75
2020-03-04,7,3.25,3.49,3.51,3.75
2020-03-05,7,3.25,3.49,3.51,3.75
2020-03-06,7,3.25,3.49,3.51,3.75
2020-03-07,7,3.25,3.49,3.51,3.75
2020-03-08,7,3.25,3.49,3.51,3.75
2020-03-09,7,3.25,3.49,3.51,3.75
2020-03-10,7,3.25,3.49,3.51,3.75
2020-03-11,7,3.25,3.49,3.51,3.75
2020-03-12,7,3.25,3.49,3.51,3.75
2020-03-13,7,3.25,3.49,3.51,3.75
2020-03-14,7,3.25,3.49,3.51,3.75
2020-03-15,7,3.25,3.49,3.51,3.75
2020-03-16,7,3.25,3.49,3.51,3.75
2020-03-17,7,3.25,3.49,3.51,3.75
2020-03-18,7,3.25,3.49,3.51,3.75
2020-03-19,7,3.25,3.49,3.51,3.75
2020-03-20,6.5,3.25,3.49,3.01,3.25
2020-03-21,6.5,3.25,3.49,3.01,3.25
2020-03-22,6.5,3.25,3.49,3.01,3.25
2020-03-23,6.5,3.25,3.49,3.01,3.25
2020-03-24,6.5,3.25,3.49,3.01,3.25
2020-03-25,6.5,3.25,3.49,3.01,3.25
2020-03-26,6.5,3.25,3.49,3.01,3.25
2020-03-27,6.5,3.25,3.49,3.01,3.25
2020-03-28,6.5,3.25,3.49,3.01,3.25
2020-03-29,6.5,3.25,3.49,3.01,3.25
2020-03-30,6.5,3.25,3.49,3.01,3.25
2020-03-31,6.5,3.25,3.49,3.01,3.25
2020-04-01,6.5,2.15,3.63,2.87,4.35
2020-04-02,6.5,2.15,3.63,2.87,4.35
2020-04-03,6.5,2.15,3.63,2.87,4.35
2020-04-04,6.5,2.15,3.63,2.87,4.35
2020-04-05,6.5,2.15,3.63,2.87,4.35
2020-04-06,6.5,2.15,3.63,2.87,4.35
2020-04-07,6.5,2.15,3.63,2.87,4.35
2020-04-08,6.5,2.15,3.63,2.87,4.35
2020-04-09,6.5,2.15,3.63,2.87,4.35
2020-04-10,6.5,2.15,3.63,2.87,4.35
2020-04-11,6.5,2.15,3.63,2.87,4.35
2020-04-12,6.5,2.15,3.63,2.87,4.35
2020-04-13,6.5,2.15,3.63,2.87,4.35
2020-04-14,6.5,2.15,3.63,2.87,4.35
2020-04-15,6.5,2.15,3.63,2.87,4.35
2020-04-16,6.5,2.15,3.63,2.87,4.35
2020-04-17,6.5,2.15,3.63,2.87,4.35
2020-04-18,6.5,2.15,3.63,2.87,4.35
2020-04-19,6.5,2.15,3.63,2.87,4.35
2020-04-20,6.5,2.15,3.63,2.87,4.35
2020-04-21,6,2.15,3.63,2.37,3.85
2020-04-22,6,2.15,3.63,2.37,3.85
2020-04-23,6,2.15,3.63,2.37,3.85
2020-04-24,6,2.15,3.63,2.37,3.85
2020-04-25,6,2.15,3.63,2.37,3.85
2020-04-26,6,2.15,3.63,2.37,3.85
2020-04-27,6,2.15,3.63,2.37,3.85
2020-04-28,6,2.15,3.63,2.37,3.85
2020-04-29,6,2.15,3.63,2.37,3.85
2020-04-30,6,2.15,3.63,2.37,3.85
2020-05-01,6,2.84,3.47,2.53,3.16
2020-05-02,6,2.84,3.47,2.53,3.16
2020-05-03,6,2.84,3.47,2.53,3.16
2020-05-04,6,2.84,3.47,2.53,3.16
2020-05-05,6,2.84,3.47,2.53,3.16
2020-05-06,6,2.84,3.47,2.53,3.16
2020-05-07,6,2.84,3.47,2.53,3.16
2020-05-08,6,2.84,3.47,2.53,3.16
2020-05-09,6,2.84,3.47,2.53,3.16
2020-05-10,6,2.84,3.47,2.53,3.16
2020-05-11,6,2.84,3.47,2.53,3.16
2020-05-12,6,2.84,3.47,2.53,3.16
2020-05-13,6,2.84,3.47,2.53,3.16
2020-05-14,5.5,2.84,3.47,2.03,2.66
2020-05-15,5.5,2.84,3.47,2.03,2.66
2020-05-16,5.5,2.84,3.47,2.03,2.66
2020-05-17,5.5,2.84,3.47,2.03,2.66
2020-05-18,5.5,2.84,3.47,2.03,2.66
2020-05-19,5.5,2.84,3.47,2.03,2.66
2020-05-20,5.5,2.84,3.47,2.03,2.66
2020-05-21,5.5,2.84,3.47,2.03,2.66
2020-05-22,5.5,2.84,3.47,2.03,2.66
2020-05-23,5.5,2.84,3.47,2.03,2.66
2020-05-24,5.5,2.84,3.47,2.03,2.66
2020-05-25,5.5,2.84,3.47,2.03,2.66
2020-05-26,5.5,2.84,3.47,2.03,2.66
2020-05-27,5.5,2.84,3.47,2.03,2.66
2020-05-28,5.5,2.84,3.47,2.03,2.66
2020-05-29,5.5,2.84,3.47,2.03,2.66
2020-05-30,5.5,2.84,3.47,2.03,2.66
2020-05-31,5.5,2.84,3.47,2.03,2.66
2020-06-01,5.5,3.33,3.56,1.94,2.17
2020-06-02,5.5,3.33,3.56,1.94,2.17
2020-06-03,5.5,3.33,3.56,1.94,2.17
2020-06-04,5.5,3.33,3.56,1.94,2.17
2020-06-05,5.5,3.33,3.56,1.94,2.17
2020-06-06,5.5,3.33,3.56,1.94,2.17
2020-06-07,5.5,3.33,3.56,1.94,2.17
2020-06-08,5.5,3.33,3.56,1.94,2.17
2020-06-09,5.5,3.33,3.56,1.94,2.17
2020-06-10,5.5,3.33,3.56,1.94,2.17
2020-06-11,5.5,3.33,3.56,1.94,2.17
2020-06-12,5.5,3.33,3.56,1.94,2.17
2020-06-13,5.5,3.33,3.56,1.94,2.17
2020-06-14,5.5,3.33,3.56,1.94,2.17
2020-06-15,5.5,3.33,3.56,1.94,2.17
2020-06-16,5.5,3.33,3.56,1.94,2.17
2020-06-17,5.5,3.33,3.56,1.94,2.17
2020-06-18,5.5,3.33,3.56,1.94,2.17
2020-06-19,5.5,3.33,3.56,1.94,2.17
2020-06-20,5.5,3.33,3.56,1.94,2.17
2020-06-21,5.5,3.33,3.56,1.94,2.17
2020-06-22,5.5,3.33,3.56,1.94,2.17
2020-06-23,5.5,3.33,3.56,1.94,2.17
2020-06-24,5.5,3.33,3.56,1.94,2.17
2020-06-25,5,3.33,3.56,1.44,1.67
2020-06-26,5,3.33,3.56,1.44,1.67
2020-06-27,5,3.33,3.56,1.44,1.67
2020-06-28,5,3.33,3.56,1.44,1.67
2020-06-29,5,3.33,3.56,1.44,1.67
2020-06-30,5,3.33,3.56,1.44,1.67
2020-07-01,5,3.62,3.49,1.51,1.38
2020-07-02,5,3.62,3.49,1.51,1.38
2020-07-03,5,3.62,3.49,1.51,1.38
2020-07-04,5,3.62,3.49,1.51,1.38
2020-07-05,5,3.62,3.49,1.51,1.38
2020-07-06,5,3.62,3.49,1.51,1.38
2020-07-07,5,3.62,3.49,1.51,1.38
2020-07-08,5,3.62,3.49,1.51,1.38
2020-07-09,5,3.62,3.49,1.51,1.38
2020-07-10,5,3.62,3.49,1.51,1.38
2020-07-11,5,3.62,3.49,1.51,1.38
2020-07-12,5,3.62,3.49,1.51,1.38
2020-07-13,5,3.62,3.49,1.51,1.38
2020-07-14,5,3.62,3.49,1.51,1.38
2020-07-15,5,3.62,3.49,1.51,1.38
2020-07-16,5,3.62,3.49,1.51,1.38
2020-07-17,5,3.62,3.49,1.51,1.38
2020-07-18,5,3.62,3.49,1.51,1.38
2020-07-19,5,3.62,3.49,1.51,1.38
2020-07-20,5,3.62,3.49,1.51,1.38
2020-07-21,5,3.62,3.49,1.51,1.38
2020-07-22,5,3.62,3.49,1.51,1.38
2020-07-23,5,3.62,3.49,1.51,1.38
2020-07-24,5,3.62,3.49,1.51,1.38
2020-07-25,5,3.62,3.49,1.51,1.38
2020-07-26,5,3.62,3.49,1.51,1.38
2020-07-27,5,3.62,3.49,1.51,1.38
2020-07-28,5,3.62,3.49,1.51,1.38
2020-07-29,5,3.62,3.49,1.51,1.38
2020-07-30,5,3.62,3.49,1.51,1.38
2020-07-31,5,3.62,3.49,1.51,1.38
2020-08-01,5,4.05,3.54,1.46,0.95
2020-08-02,5,4.05,3.54,1.46,0.95
2020-08-03,5,4.05,3.54,1.46,0.95
2020-08-04,5,4.05,3.54,1.46,0.95
2020-08-05,5,4.05,3.54,1.46,0.95
2020-08-06,5,4.05,3.54,1.46,0.95
2020-08-07,5,4.05,3.54,1.46,0.95
2020-08-08,5,4.05,3.54,1.46,0.95
2020-08-09,5,4.05,3.54,1.46,0.95
2020-08-10,5,4.05,3.54,1.46,0.95
2020-08-11,5,4.05,3.54,1.46,0.95
2020-08-12,5,4.05,3.54,1.46,0.95
2020-08-13,5,4.05,3.54,1.46,0.95
2020-08-14,4.5,4.05,3.54,0.96,0.45
2020-08-15,4.5,4.05,3.54,0.96,0.45
2020-08-16,4.5,4.05,3.54,0.96,0.45
2020-08-17,4.5,4.05,3.54,0.96,0.45
2020-08-18,4.5,4.05,3.54,0.96,0.45
2020-08-19,4.5,4.05,3.54,0.96,0.45
2020-08-20,4.5,4.05,3.54,0.96,0.45
2020-08-21,4.5,4.05,3.54,0.96,0.45
2020-08-22,4.5,4.05,3.54,0.96,0.45
2020-08-23,4.5,4.05,3.54,0.96,0.45
2020-08-24,4.5,4.05,3.54,0.96,0.45
2020-08-25,4.5,4.05,3.54,0.96,0.45
2020-08-26,4.5,4.05,3.54,0.96,0.45
2020-08-27,4.5,4.05,3.54,0.96,0.45
2020-08-28,4.5,4.05,3.54,0.96,0.45
2020-08-29,4.5,4.05,3.54,0.96,0.45
2020-08-30,4.5,4.05,3.54,0.96,0.45
2020-08-31,4.5,4.05,3.54,0.96,0.45
2020-09-01,4.5,4.01,3.59,0.91,0.49
2020-09-02,4.5,4.01,3.59,0.91,0.49
2020-09-03,4.5,4.01,3.59,0.91,0.49
2020-09-04,4.5,4.01,3.59,0.91,0.49
2020-09-05,4.5,4.01,3.59,0.91,0.49
2020-09-06,4.5,4.01,3.59,0.91,0.49
2020-09-07,4.5,4.01,3.59,0.91,0.49
2020-09-08,4.5,4.01,3.59,0.91,0.49
2020-09-09,4.5,4.01,3.59,0.91,0.49
2020-09-10,4.5,4.01,3.59,0.91,0.49
2020-09-11,4.5,4.01,3.59,0.91,0.49
2020-09-12,4.5,4.01,3.59,0.91,0.49
2020-09-13,4.5,4.01,3.59,0.91,0.49
2020-09-14,4.5,4.01,3.59,0.91,0.49
2020-09-15,4.5,4.01,3.59,0.91,0.49
2020-09-16,4.5,4.01,3.59,0.91,0.49
2020-09-17,4.5,4.01,3.59,0.91,0.49
2020-09-18,4.5,4.01,3.59,0.91,0.49
2020-09-19,4.5,4.01,3.59,0.91,0.49
2020-09-20,4.5,4.01,3.59,0.91,0.49
2020-09-21,4.5,4.01,3.59,0.91,0.49
2020-09-22,4.5,4.01,3.59,0.91,0.49
2020-09-23,4.5,4.01,3.59,0.91,0.49
2020-09-24,4.5,4.01,3.59,0.91,0.49
2020-09-25,4.25,4.01,3.59,0.66,0.24
2020-09-26,4.25,4.01,3.59,0.66,0.24
2020-09-27,4.25,4.01,3.59,0.66,0.24
2020-09-28,4.25,4.01,3.59,0.66,0.24
2020-09-29,4.25,4.01,3.59,0.66,0.24
2020-09-30,4.25,4.01,3.59,0.66,0.24
2020-10-01,4.25,4.09,3.61,0.64,0.16
2020-10-02,4.25,4.09,3.61,0.64,0.16
2020-10-03,4.25,4.09,3.61,0.64,0.16
2020-10-04,4.25,4.09,3.61,0.64,0.16
2020-10-05,4.25,4.09,3.61,0.64,0.16
2020-10-06,4.25,4.09,3.61,0.64,0.16
2020-10-07,4.25,4.09,3.61,0.64,0.16
2020-10-08,4.25,4.09,3.61,0.64,0.16
2020-10-09,4.25,4.09,3.61,0.64,0.16
2020-10-10,4.25,4.09,3.61,0.64,0.16
2020-10-11,4.25,4.09,3.61,0.64,0.16
2020-10-12,4.25,4.09,3.61,0.64,0.16
2020-10-13,4.25,4.09,3.61,0.64,0.16
2020-10-14,4.25,4.09,3.61,0.64,0.16
2020-10-15,4.25,4.09,3.61,0.64,0.16
2020-10-16,4.25,4.09,3.61,0.64,0.16
2020-10-17,4.25,4.09,3.61,0.64,0.16
2020-10-18,4.25,4.09,3.61,0.64,0.16
2020-10-19,4.25,4.09,3.61,0.64,0.16
2020-10-20,4.25,4.09,3.61,0.64,0.16
2020-10-21,4.25,4.09,3.61,0.64,0.16
2020-10-22,4.25,4.09,3.61,0.64,0.16
2020-10-23,4.25,4.09,3.61,0.64,0.16
2020-10-24,4.25,4.09,3.61,0.64,0.16
2020-10-25,4.25,4.09,3.61,0.64,0.16
2020-10-26,4.25,4.09,3.61,0.64,0.16
2020-10-27,4.25,4.09,3.61,0.64,0.16
2020-10-28,4.25,4.09,3.61,0.64,0.16
2020-10-29,4.25,4.09,3.61,0.64,0.16
2020-10-30,4.25,4.09,3.61,0.64,0.16
2020-10-31,4.25,4.09,3.61,0.64,0.16
2020-11-01,4.25,3.33,3.74,0.51,0.92
2020-11-02,4.25,3.33,3.74,0.51,0.92
2020-11-03,4.25,3.33,3.74,0.51,0.92
2020-11-04,4.25,3.33,3.74,0.51,0.92
2020-11-05,4.25,3.33,3.74,0.51,0.92
2020-11-06,4.25,3.33,3.74,0.51,0.92
2020-11-07,4.25,3.33,3.74,0.51,0.92
2020-11-08,4.25,3.33,3.74,0.51,0.92
2020-11-09,4.25,3.33,3.74,0.51,0.92
2020-11-10,4.25,3.33,3.74,0.51,0.92
2020-11-11,4.25,3.33,3.74,0.51,0.92
2020-11-12,4.25,3.33,3.74,0.51,0.92
2020-11-13,4.25,3.33,3.74,0.51,0.92
2020-11-14,4.25,3.33,3.74,0.51,0.92
2020-11-15,4.25,3.33,3.74,0.51,0.92
2020-11-16,4.25,3.33,3.74,0.51,0.92
2020-11-17,4.25,3.33,3.74,0.51,0.92
2020-11-18,4.25,3.33,3.74,0.51,0.92
2020-11-19,4.25,3.33,3.74,0.51,0.92
2020-11-20,4.25,3.33,3.74,0.51,0.92
2020-11-21,4.25,3.33,3.74,0.51,0.92
2020-11-22,4.25,3.33,3.74,0.51,0.92
2020-11-23,4.25,3.33,3.74,0.51,0.92
2020-11-24,4.25,3.33,3.74,0.51,0.92
2020-11-25,4.25,3.33,3.74,0.51,0.92
2020-11-26,4.25,3.33,3.74,0.51,0.92
2020-11-27,4.25,3.33,3.74,0.51,0.92
2020-11-28,4.25,3.33,3.74,0.51,0.92
2020-11-29,4.25,3.33,3.74,0.51,0.92
2020-11-30,4.25,3.33,3.74,0.51,0.92
2020-12-01,4.25,3.15,3.74,0.51,1.1
2020-12-02,4.25,3.15,3.74,0.51,1.1
2020-12-03,4.25,3.15,3.74,0.51,1.1
2020-12-04,4.25,3.15,3.74,0.51,1.1
2020-12-05,4.25,3.15,3.74,0.51,1.1
2020-12-06,4.25,3.15,3.74,0.51,1.1
2020-12-07,4.25,3.15,3.74,0.51,1.1
2020-12-08,4.25,3.15,3.74,0.51,1.1
2020-12-09,4.25,3.15,3.74,0.51,1.1
2020-12-10,4.25,3.15,3.74,0.51,1.1
2020-12-11,4.25,3.15,3.74,0.51,1.1
2020-12-12,4.25,3.15,3.74,0.51,1.1
2020-12-13,4.25,3.15,3.74,0.51,1.1
2020-12-14,4.25,3.15,3.74,0.51,1.1
2020-12-15,4.25,3.15,3.74,0.51,1.1
2020-12-16,4.25,3.15,3.74,0.51,1.1
2020-12-17,4.25,3.15,3.74,0.51,1.1
2020-12-18,4.25,3.15,3.74,0.51,1.1
2020-12-19,4.25,3.15,3.74,0.51,1.1
2020-12-20,4.25,3.15,3.74,0.51,1.1
2020-12-21,4.25,3.15,3.74,0.51,1.1
2020-12-22,4.25,3.15,3.74,0.51,1.1
2020-12-23,4.25,3.15,3.74,0.51,1.1
2020-12-24,4.25,3.15,3.74,0.51,1.1
2020-12-25,4.25,3.15,3.74,0.51,1.1
2020-12-26,4.25,3.15,3.74,0.51,1.1
2020-12-27,4.25,3.15,3.74,0.51,1.1
2020-12-28,4.25,3.15,3.74,0.51,1.1
2020-12-29,4.25,3.15,3.74,0.51,1.1
2020-12-30,4.25,3.15,3.74,0.51,1.1
2020-12-31,4.25,3.15,3.74,0.51,1.1
2021-01-01,4.25,3.54,3.52,0.73,0.71
2021-01-02,4.25,3.54,3.52,0.73,0.71
2021-01-03,4.25,3.54,3.52,0.73,0.71
2021-01-04,4.25,3.54,3.52,0.73,0.71
2021-01-05,4.25,3.54,3.52,0.73,0.71
2021-01-06,4.25,3.54,3.52,0.73,0.71
2021-01-07,4.25,3.54,3.52,0.73,0.71
2021-01-08,4.25,3.54,3.52,0.73,0.71
2021-01-09,4.25,3.54,3.52,0.73,0.71
2021-01-10,4.25,3.54,3.52,0.73,0.71
2021-01-11,4.25,3.54,3.52,0.73,0.71
2021-01-12,4.25,3.54,3.52,0.73,0.71
2021-01-13,4.25,3.54,3.52,0.73,0.71
2021-01-14,4.25,3.54,3.52,0.73,0.71
2021-01-15,4.25,3.54,3.52,0.73,0.71
2021-01-16,4.25,3.54,3.52,0.73,0.71
2021-01-17,4.25,3.54,3.52,0.73,0.71
2021-01-18,4.25,3.54,3.52,0.73,0.71
2021-01-19,4.25,3.54,3.52,0.73,0.71
2021-01-20,4.25,3.54,3.52,0.73,0.71
2021-01-21,4.25,3.54,3.52,0.73,0.71
2021-01-22,4.25,3.54,3.52,0.73,0.71
2021-01-23,4.25,3.54,3.52,0.73,0.71
2021-01-24,4.25,3.54,3.52,0.73,0.71
2021-01-25,4.25,3.54,3.52,0.73,0.71
2021-01-26,4.25,3.54,3.52,0.73,0.71
2021-01-27,4.25,3.54,3.52,0.73,0.71
2021-01-28,4.25,3.54,3.52,0.73,0.71
2021-01-29,4.25,3.54,3.52,0.73,0.71
2021-01-30,4.25,3.54,3.52,0.73,0.71
2021-01-31,4.25,3.54,3.52,0.73,0.71
2021-02-01,4.25,3.76,3.32,0.93,0.49
2021-02-02,4.25,3.76,3.32,0.93,0.49
2021-02-03,4.25,3.76,3.32,0.93,0.49
2021-02-04,4.25,3.76,3.32,0.93,0.49
2021-02-05,4.25,3.76,3.32,0.93,0.49
2021-02-06,4.25,3.76,3.32,0.93,0.49
2021-02-07,4.25,3.76,3.32,0.93,0.49
2021-02-08,4.25,3.76,3.32,0.93,0.49
2021-02-09,4.25,3.76,3.32,0.93,0.49
2021-02-10,4.25,3.76,3.32,0.93,0.49
2021-02-11,4.25,3.76,3.32,0.93,0.49
2021-02-12,4,3.76,3.32,0.68,0.24
2021-02-13,4,3.76,3.32,0.68,0.24
2021-02-14,4,3.76,3.32,0.68,0.24
2021-02-15,4,3.76,3.32,0.68,0.24
2021-02-16,4,3.76,3.32,0.68,0.24
2021-02-17,4,3.76,3.32,0.68,0.24
2021-02-18,4,3.76,3.32,0.68,0.24
2021-02-19,4,3.76,3.32,0.68,0.24
2021-02-20,4,3.76,3.32,0.68,0.24
2021-02-21,4,3.76,3.32,0.68,0.24
2021-02-22,4,3.76,3.32,0.68,0.24
2021-02-23,4,3.76,3.32,0.68,0.24
2021-02-24,4,3.76,3.32,0.68,0.24
2021-02-25,4,3.76,3.32,0.68,0.24
2021-02-26,4,3.76,3.32,0.68,0.24
2021-02-27,4,3.76,3.32,0.68,0.24
2021-02-28,4,3.76,3.32,0.68,0.24
2021-03-01,4,4.67,3.22,0.78,-0.67
2021-03-02,4,4.67,3.22,0.78,-0.67
2021-03-03,4,4.67,3.22,0.78,-0.67
2021-03-04,4,4.67,3.22,0.78,-0.67
2021-03-05,4,4.67,3.22,0.78,-0.67
2021-03-06,4,4.67,3.22,0.78,-0.67
2021-03-07,4,4.67,3.22,0.78,-0.67
2021-03-08,4,4.67,3.22,0.78,-0.67
2021-03-09,4,4.67,3.22,0.78,-0.67
2021-03-10,4,4.67,3.22,0.78,-0.67
2021-03-11,4,4.67,3.22,0.78,-0.67
2021-03-12,4,4.67,3.22,0.78,-0.67
2021-03-13,4,4.67,3.22,0.78,-0.67
2021-03-14,4,4.67,3.22,0.78,-0.67
2021-03-15,4,4.67,3.22,0.78,-0.67
2021-03-16,4,4.67,3.22,0.78,-0.67
2021-03-17,4,4.67,3.22,0.78,-0.67
2021-03-18,4,4.67,3.22,0.78,-0.67
2021-03-19,4,4.67,3.22,0.78,-0.67
2021-03-20,4,4.67,3.22,0.78,-0.67
2021-03-21,4,4.67,3.22,0.78,-0.67
2021-03-22,4,4.67,3.22,0.78,-0.67
2021-03-23,4,4.67,3.22,0.78,-0.67
2021-03-24,4,4.67,3.22,0.78,-0.67
2021-03-25,4,4.67,3.22,0.78,-0.67
2021-03-26,4,4.67,3.22,0.78,-0.67
2021-03-27,4,4.67,3.22,0.78,-0.67
2021-03-28,4,4.67,3.22,0.78,-0.67
2021-03-29,4,4.67,3.22,0.78,-0.67
2021-03-30,4,4.67,3.22,0.78,-0.67
2021-03-31,4,4.67,3.22,0.78,-0.67
2021-04-01,4,6.08,3.18,0.82,-2.08
2021-04-02,4,6.08,3.18,0.82,-2.08
2021-04-03,4,6.08,3.18,0.82,-2.08
2021-04-04,4,6.08,3.18,0.82,-2.08
2021-04-05,4,6.08,3.18,0.82,-2.08
2021-04-06,4,6.08,3.18,0.82,-2.08
2021-04-07,4,6.08,3.18,0.82,-2.08
